Index,Label,Type,HasShape,Volume_mm3,BoundBox,Visibility
3750,YZ평면418,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3751,Extruded099,Part::Feature,Yes,0.11,(0.9×0.3×0.5mm),N/A
3752,432138512099,App::Part,Yes,0.11,(0.9×0.3×0.5mm),N/A
3753,원점419,App::Origin,No,0.00,,N/A
3754,X축419,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3755,Y-축419,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3756,Z축419,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3757,XY 평면419,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3758,XZ 평면419,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3759,YZ평면419,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3760,R12,App::Part,Yes,0.72,(0.9×1.6×0.5mm),N/A
3761,원점420,App::Origin,No,0.00,,N/A
3762,X축420,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3763,Y-축420,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3764,Z축420,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3765,XY 평면420,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3766,XZ 평면420,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3767,YZ평면420,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3768,Extruded (12)017,Part::Feature,Yes,0.51,(1.5×0.8×0.4mm),N/A
3769,432120720017,App::Part,Yes,0.51,(1.5×0.8×0.4mm),N/A
3770,원점421,App::Origin,No,0.00,,N/A
3771,X축421,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3772,Y-축421,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3773,Z축421,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3774,XY 평면421,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3775,XZ 평면421,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3776,YZ평면421,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3777,Extruded (11)036,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3778,432120464036,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3779,원점422,App::Origin,No,0.00,,N/A
3780,X축422,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3781,Y-축422,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3782,Z축422,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3783,XY 평면422,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3784,XZ 평면422,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3785,YZ평면422,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3786,Extruded (11)037,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3787,432120464037,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3788,원점423,App::Origin,No,0.00,,N/A
3789,X축423,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3790,Y-축423,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3791,Z축423,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3792,XY 평면423,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3793,XZ 평면423,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3794,YZ평면423,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3795,R13,App::Part,Yes,0.72,(1.6×0.9×0.5mm),N/A
3796,원점424,App::Origin,No,0.00,,N/A
3797,X축424,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3798,Y-축424,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3799,Z축424,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3800,XY 평면424,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3801,XZ 평면424,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3802,YZ평면424,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3803,Extruded (12)018,Part::Feature,Yes,0.51,(1.5×0.8×0.4mm),N/A
3804,432120720018,App::Part,Yes,0.51,(1.5×0.8×0.4mm),N/A
3805,원점425,App::Origin,No,0.00,,N/A
3806,X축425,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3807,Y-축425,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3808,Z축425,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3809,XY 평면425,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3810,XZ 평면425,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3811,YZ평면425,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3812,Extruded (11)038,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3813,432120464038,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3814,원점426,App::Origin,No,0.00,,N/A
3815,X축426,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3816,Y-축426,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3817,Z축426,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3818,XY 평면426,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3819,XZ 평면426,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3820,YZ평면426,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3821,Extruded (11)039,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3822,432120464039,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3823,원점427,App::Origin,No,0.00,,N/A
3824,X축427,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3825,Y-축427,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3826,Z축427,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3827,XY 평면427,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3828,XZ 평면427,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3829,YZ평면427,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3830,R14,App::Part,Yes,0.72,(1.6×0.9×0.5mm),N/A
3831,원점428,App::Origin,No,0.00,,N/A
3832,X축428,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3833,Y-축428,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3834,Z축428,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3835,XY 평면428,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3836,XZ 평면428,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3837,YZ평면428,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3838,Extruded (12)019,Part::Feature,Yes,0.51,(1.5×0.8×0.4mm),N/A
3839,432120720019,App::Part,Yes,0.51,(1.5×0.8×0.4mm),N/A
3840,원점429,App::Origin,No,0.00,,N/A
3841,X축429,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3842,Y-축429,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3843,Z축429,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3844,XY 평면429,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3845,XZ 평면429,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3846,YZ평면429,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3847,Extruded (11)040,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3848,432120464040,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3849,원점430,App::Origin,No,0.00,,N/A
3850,X축430,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3851,Y-축430,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3852,Z축430,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3853,XY 평면430,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3854,XZ 평면430,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3855,YZ평면430,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3856,Extruded (11)041,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3857,432120464041,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3858,원점431,App::Origin,No,0.00,,N/A
3859,X축431,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3860,Y-축431,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3861,Z축431,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3862,XY 평면431,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3863,XZ 평면431,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3864,YZ평면431,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3865,R16,App::Part,Yes,0.72,(1.6×0.9×0.5mm),N/A
3866,원점432,App::Origin,No,0.00,,N/A
3867,X축432,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3868,Y-축432,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3869,Z축432,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3870,XY 평면432,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3871,XZ 평면432,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3872,YZ평면432,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3873,Extruded (12)020,Part::Feature,Yes,0.51,(1.5×0.8×0.4mm),N/A
3874,432120720020,App::Part,Yes,0.51,(1.5×0.8×0.4mm),N/A
3875,원점433,App::Origin,No,0.00,,N/A
3876,X축433,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3877,Y-축433,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3878,Z축433,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3879,XY 평면433,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3880,XZ 평면433,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3881,YZ평면433,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3882,Extruded (11)042,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3883,432120464042,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3884,원점434,App::Origin,No,0.00,,N/A
3885,X축434,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3886,Y-축434,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3887,Z축434,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3888,XY 평면434,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3889,XZ 평면434,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3890,YZ평면434,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3891,Extruded (11)043,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
3892,432120464043,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
3893,원점435,App::Origin,No,0.00,,N/A
3894,X축435,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3895,Y-축435,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3896,Z축435,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3897,XY 평면435,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3898,XZ 평면435,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3899,YZ평면435,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3900,R17,App::Part,Yes,0.72,(1.6×0.9×0.5mm),N/A
3901,원점436,App::Origin,No,0.00,,N/A
3902,X축436,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3903,Y-축436,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3904,Z축436,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3905,XY 평면436,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3906,XZ 평면436,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3907,YZ평면436,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3908,Extruded (1)050,Part::Feature,Yes,0.51,(0.8×1.5×0.4mm),N/A
3909,432124816050,App::Part,Yes,0.51,(0.8×1.5×0.4mm),N/A
3910,원점437,App::Origin,No,0.00,,N/A
3911,X축437,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3912,Y-축437,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3913,Z축437,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3914,XY 평면437,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3915,XZ 평면437,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3916,YZ평면437,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3917,Extruded100,Part::Feature,Yes,0.11,(0.9×0.3×0.5mm),N/A
3918,432138512100,App::Part,Yes,0.11,(0.9×0.3×0.5mm),N/A
3919,원점438,App::Origin,No,0.00,,N/A
3920,X축438,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3921,Y-축438,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3922,Z축438,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3923,XY 평면438,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3924,XZ 평면438,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3925,YZ평면438,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3926,Extruded101,Part::Feature,Yes,0.11,(0.9×0.3×0.5mm),N/A
3927,432138512101,App::Part,Yes,0.11,(0.9×0.3×0.5mm),N/A
3928,원점439,App::Origin,No,0.00,,N/A
3929,X축439,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3930,Y-축439,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3931,Z축439,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3932,XY 평면439,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3933,XZ 평면439,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3934,YZ평면439,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
3935,R18,App::Part,Yes,0.72,(0.9×1.6×0.5mm),N/A
3936,원점440,App::Origin,No,0.00,,N/A
3937,X축440,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
3938,Y-축440,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
3939,Z축440,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
